target,suite,task,trial,temperature,status,time_s,completion_tokens,failure_note
laguna21,brutal-bash,csv_to_tsv,1,0.7,fail,3.98,452,"+tab\tinside,y,5"
laguna21,brutal-bash,csv_to_tsv,2,0.7,fail,3.97,452,"+tab\tinside,y,5"
laguna21,brutal-bash,total_size,0,0.0,pass,1.19,124,
laguna21,brutal-bash,total_size,1,0.7,pass,1.13,117,
laguna21,brutal-bash,total_size,2,0.7,pass,1.13,117,
laguna21,brutal-c,arena_alloc,0,0.0,truncated,153.93,16384,hit the 16384-token cap
laguna21,brutal-c,arena_alloc,1,0.7,compile_error,8.86,1053,hit the 16384-token cap
laguna21,brutal-c,arena_alloc,2,0.7,compile_error,9.1,1053,hit the 16384-token cap
laguna21,brutal-c,utf8_next,0,0.0,compile_error,4.25,492,"solution.c:3:39: error: unknown type name 'size_t'
    3 | int utf8_next(const unsigned char *s, siz"
laguna21,brutal-c,utf8_next,1,0.7,compile_error,4.85,547,"solution.c:3:39: error: unknown type name 'size_t'
    3 | int utf8_next(const unsigned char *s, siz"
laguna21,brutal-c,utf8_next,2,0.7,compile_error,4.76,547,"solution.c:3:39: error: unknown type name 'size_t'
    3 | int utf8_next(const unsigned char *s, siz"
laguna21,brutal-python,clone_graph,0,0.0,pass,1.87,213,AssertionError: shared dict inside a tuple lost its identity
laguna21,brutal-python,clone_graph,1,0.7,fail,3.31,381,AssertionError: shared dict inside a tuple lost its identity
laguna21,brutal-python,clone_graph,2,0.7,fail,3.34,381,AssertionError: shared dict inside a tuple lost its identity
laguna21,brutal-python,path_glob,0,0.0,fail,7.06,838,AssertionError
laguna21,brutal-python,path_glob,1,0.7,fail,11.1,1282,AssertionError
laguna21,brutal-python,path_glob,2,0.7,fail,11.13,1282,AssertionError
laguna21,ceval,atoi_strict,0,0.0,pass,1.42,182,
laguna21,ceval,atoi_strict,1,0.7,pass,1.88,251,
laguna21,ceval,atoi_strict,2,0.7,pass,2.07,251,
laguna21,ceval,binary_search,0,0.0,pass,1.06,141,
laguna21,ceval,binary_search,1,0.7,pass,1.07,141,
laguna21,ceval,binary_search,2,0.7,pass,1.09,141,
laguna21,ceval,bswap32,0,0.0,pass,0.97,128,
laguna21,ceval,bswap32,1,0.7,pass,0.99,128,
laguna21,ceval,bswap32,2,0.7,pass,0.99,128,
laguna21,ceval,cmp_desc,0,0.0,wrong_answer,0.5,58,FAIL sorted[0]=-2147483648 want 2147483647
laguna21,ceval,cmp_desc,1,0.7,wrong_answer,0.53,58,FAIL sorted[0]=-2147483648 want 2147483647
laguna21,ceval,cmp_desc,2,0.7,wrong_answer,0.55,58,FAIL sorted[0]=-2147483648 want 2147483647
laguna21,ceval,count_words,0,0.0,pass,0.93,120,
laguna21,ceval,count_words,1,0.7,pass,0.89,114,
laguna21,ceval,count_words,2,0.7,pass,0.91,114,
laguna21,ceval,fizzbuzz,0,0.0,pass,0.78,98,
laguna21,ceval,fizzbuzz,1,0.7,pass,0.79,98,
laguna21,ceval,fizzbuzz,2,0.7,pass,0.81,98,
laguna21,ceval,is_prime,0,0.0,pass,0.9,118,
laguna21,ceval,is_prime,1,0.7,pass,0.98,129,
laguna21,ceval,is_prime,2,0.7,pass,0.98,129,
laguna21,ceval,itoa,0,0.0,pass,2.11,293,
laguna21,ceval,itoa,1,0.7,pass,2.0,270,
laguna21,ceval,itoa,2,0.7,pass,1.98,270,
laguna21,ceval,max_subarray,0,0.0,pass,0.96,125,
laguna21,ceval,max_subarray,1,0.7,pass,1.0,131,
laguna21,ceval,max_subarray,2,0.7,pass,1.02,131,
laguna21,ceval,parse_csv_ints,0,0.0,pass,1.35,178,
laguna21,ceval,parse_csv_ints,1,0.7,pass,1.35,178,
laguna21,ceval,parse_csv_ints,2,0.7,pass,1.35,178,
laguna21,ceval,popcount,0,0.0,link_error,1.02,136,"r architecture arm64
clang: error: linker command failed with exit code 1 (use -v to see invocation)"
laguna21,ceval,popcount,1,0.7,link_error,1.24,155,"r architecture arm64
clang: error: linker command failed with exit code 1 (use -v to see invocation)"
laguna21,ceval,popcount,2,0.7,link_error,1.29,155,"r architecture arm64
clang: error: linker command failed with exit code 1 (use -v to see invocation)"
laguna21,ceval,reverse_string,0,0.0,pass,1.22,149,
laguna21,ceval,reverse_string,1,0.7,pass,1.31,172,
laguna21,ceval,reverse_string,2,0.7,pass,1.28,172,
laguna21,ceval,ring,0,0.0,pass,1.84,222,
laguna21,ceval,ring,1,0.7,pass,1.67,222,
laguna21,ceval,ring,2,0.7,pass,1.77,222,
laguna21,ceval,rot13,0,0.0,pass,0.94,101,
laguna21,ceval,rot13,1,0.7,pass,0.83,101,
laguna21,ceval,rot13,2,0.7,pass,0.82,101,
laguna21,ceval,stack,0,0.0,pass,1.26,165,
laguna21,ceval,stack,1,0.7,pass,1.29,165,
laguna21,ceval,stack,2,0.7,pass,1.27,165,
laguna21,ceval,trim,0,0.0,compile_error,1.77,239,"solution.c:4:14: error: use of undeclared identifier 'NULL'
    4 |     if (s == NULL || *s == '\0')"
laguna21,ceval,trim,1,0.7,compile_error,1.73,231,"solution.c:4:14: error: use of undeclared identifier 'NULL'
    4 |     if (s == NULL || *s == '\0')"
laguna21,ceval,trim,2,0.7,compile_error,1.82,231,"solution.c:4:14: error: use of undeclared identifier 'NULL'
    4 |     if (s == NULL || *s == '\0')"
laguna21,chard,csv_field,0,0.0,wrong_answer,3.82,437,"FAIL csv_field(""a,b,c"", 2) = ""abc"" (3), want ""c"" (1)"
laguna21,chard,csv_field,1,0.7,wrong_answer,3.07,378,"FAIL csv_field(""a,b,c"", 2) = ""abc"" (3), want ""c"" (1)"
laguna21,chard,csv_field,2,0.7,wrong_answer,3.24,378,"FAIL csv_field(""a,b,c"", 2) = ""abc"" (3), want ""c"" (1)"
laguna21,chard,glob_match,0,0.0,compile_error,1.93,230,"solution.c:6:24: error: use of undeclared identifier 'NULL'
    6 |     const char *star = NULL;
   "
laguna21,chard,glob_match,1,0.7,compile_error,1.73,209,"solution.c:6:24: error: use of undeclared identifier 'NULL'
    6 |     const char *star = NULL;
   "
laguna21,chard,glob_match,2,0.7,compile_error,1.78,209,"solution.c:6:24: error: use of undeclared identifier 'NULL'
    6 |     const char *star = NULL;
   "
laguna21,chard,rpn_eval,0,0.0,wrong_answer,2.21,245,"FAIL ""5 1 2 + 4 * + 3 -"" = 0.000000 want 14.000000"
laguna21,chard,rpn_eval,1,0.7,wrong_answer,1.99,245,"FAIL ""5 1 2 + 4 * + 3 -"" = 0.000000 want 14.000000"
laguna21,chard,rpn_eval,2,0.7,wrong_answer,2.2,245,"FAIL ""5 1 2 + 4 * + 3 -"" = 0.000000 want 14.000000"
laguna21,pyhard,json_diff,0,0.0,pass,2.45,309,
laguna21,pyhard,json_diff,1,0.7,pass,1.75,207,
laguna21,pyhard,json_diff,2,0.7,pass,1.73,207,
laguna21,pyhard,lru_cache,0,0.0,pass,1.36,152,
laguna21,pyhard,lru_cache,1,0.7,pass,1.3,152,
laguna21,pyhard,lru_cache,2,0.7,pass,1.26,152,
laguna21,pyhard,topological_sort,0,0.0,pass,2.09,210,
laguna21,pyhard,topological_sort,1,0.7,pass,2.23,223,
laguna21,pyhard,topological_sort,2,0.7,pass,1.97,223,
laguna21,python,csv_column_sum,0,0.0,pass,1.05,114,
laguna21,python,csv_column_sum,1,0.7,pass,1.76,185,
laguna21,python,csv_column_sum,2,0.7,pass,1.81,185,
laguna21,python,deep_get,0,0.0,pass,0.69,67,
laguna21,python,deep_get,1,0.7,pass,0.66,67,
laguna21,python,deep_get,2,0.7,pass,0.71,67,
laguna21,python,flatten,0,0.0,pass,0.5,50,
laguna21,python,flatten,1,0.7,pass,0.59,50,
laguna21,python,flatten,2,0.7,pass,0.49,50,
laguna21,python,is_valid_ipv4,0,0.0,pass,0.9,105,
laguna21,python,is_valid_ipv4,1,0.7,pass,0.9,105,
laguna21,python,is_valid_ipv4,2,0.7,pass,1.03,105,
laguna21,python,merge_intervals,0,0.0,pass,1.59,165,
laguna21,python,merge_intervals,1,0.7,pass,1.48,166,
laguna21,python,merge_intervals,2,0.7,pass,1.61,166,
laguna21,python,parse_json_safely,0,0.0,pass,0.4,43,
laguna21,python,parse_json_safely,1,0.7,pass,0.4,43,
laguna21,python,parse_json_safely,2,0.7,pass,0.41,43,
laguna21,python,run_length_encode,0,0.0,pass,1.03,114,
laguna21,python,run_length_encode,1,0.7,pass,1.28,114,
laguna21,python,run_length_encode,2,0.7,pass,1.38,114,
laguna21,python,top_k_words,0,0.0,pass,0.73,87,
laguna21,python,top_k_words,1,0.7,pass,0.83,87,
laguna21,python,top_k_words,2,0.7,pass,0.8,87,
laguna21,research,rhel10_nfs,0,0.0,fail,5.99,451,"hits 5/7 (nfs-tls,rsize-wsize-1mb,krb5p-overhead,fs-cache,rear-ipv6) traps 2 (luks,fstrim)"
laguna21,research,rhel10_nfs,1,0.7,fail,4.58,336,"hits 5/7 (nfs-tls,rsize-wsize-1mb,krb5p-overhead,fs-cache,rear-ipv6) traps 2 (luks,fstrim)"
laguna21,research,rhel10_nfs,2,0.7,fail,4.77,336,"hits 5/7 (nfs-tls,rsize-wsize-1mb,krb5p-overhead,fs-cache,rear-ipv6) traps 2 (luks,fstrim)"
laguna21,shhard,backup_rotate,0,0.0,fail,1.5,163,FAIL got:
laguna21,shhard,backup_rotate,1,0.7,fail,1.57,165,FAIL got:
laguna21,shhard,backup_rotate,2,0.7,fail,1.65,165,FAIL got:
laguna21,shhard,find_dupes,0,0.0,pass,2.33,235,
laguna21,shhard,find_dupes,1,0.7,pass,2.75,269,
laguna21,shhard,find_dupes,2,0.7,pass,2.9,269,
laguna21,shhard,top_errors,0,0.0,fail,1.18,113,1 2024-01-01 disk 12 full
laguna21,shhard,top_errors,1,0.7,fail,1.17,110,1 2024-01-01 disk 12 full
laguna21,shhard,top_errors,2,0.7,fail,1.13,110,1 2024-01-01 disk 12 full
ling,bash,count_matches,0,0.0,fail,0.85,34,FAIL count zzz
ling,bash,count_matches,1,0.7,fail,0.84,34,FAIL count zzz
ling,bash,count_matches,2,0.7,fail,0.82,34,FAIL count zzz
ling,bash,csv_col,0,0.0,pass,2.62,152,
ling,bash,csv_col,1,0.7,pass,2.61,146,
ling,bash,csv_col,2,0.7,pass,2.55,142,
ling,bash,extract_urls,0,0.0,fail,0.69,25,	[--null] [pattern] [file ...]
ling,bash,extract_urls,1,0.7,fail,0.73,28,	[--null] [pattern] [file ...]
ling,bash,extract_urls,2,0.7,fail,0.7,27,	[--null] [pattern] [file ...]
ling,bash,json_get,0,0.0,pass,0.98,43,
ling,bash,json_get,1,0.7,pass,0.96,43,
ling,bash,json_get,2,0.7,pass,0.95,43,
ling,bash,largest_file,0,0.0,fail,1.09,53,usage: du [-Aclnx] [-H | -L | -P] [-g | -h | -k | -m] [-a | -s | -d depth] [-B blocksize] [-I mask] [-t threshold] [file
ling,bash,largest_file,1,0.7,fail,1.1,53,usage: du [-Aclnx] [-H | -L | -P] [-g | -h | -k | -m] [-a | -s | -d depth] [-B blocksize] [-I mask] [-t threshold] [file
ling,bash,largest_file,2,0.7,fail,1.13,53,usage: du [-Aclnx] [-H | -L | -P] [-g | -h | -k | -m] [-a | -s | -d depth] [-B blocksize] [-I mask] [-t threshold] [file
ling,bash,retry3,0,0.0,fail,1.19,55,FAIL false succeeded
ling,bash,retry3,1,0.7,pass,1.56,81,FAIL false succeeded
ling,bash,retry3,2,0.7,fail,1.21,55,FAIL false succeeded
ling,bash,rotate,0,0.0,pass,1.22,58,
ling,bash,rotate,1,0.7,pass,1.9,102,
ling,bash,rotate,2,0.7,pass,1.31,58,
ling,bash,sum_stdin,0,0.0,pass,1.19,57,
ling,bash,sum_stdin,1,0.7,pass,1.22,61,
ling,bash,sum_stdin,2,0.7,pass,1.15,57,
ling,brutal-bash,csv_to_tsv,0,0.0,fail,7.96,486,+
ling,brutal-bash,csv_to_tsv,1,0.7,fail,7.3,445,+
ling,brutal-bash,csv_to_tsv,2,0.7,fail,8.62,562,+
ling,brutal-bash,total_size,0,0.0,pass,1.35,69,find: -H: unknown primary or operator
ling,brutal-bash,total_size,1,0.7,pass,1.31,66,find: -H: unknown primary or operator
ling,brutal-bash,total_size,2,0.7,fail,1.08,52,find: -H: unknown primary or operator
ling,brutal-c,arena_alloc,0,0.0,wrong_answer,29.17,1040,
ling,brutal-c,arena_alloc,1,0.7,pass,16.59,1168,
ling,brutal-c,arena_alloc,2,0.7,wrong_answer,11.7,779,
ling,brutal-c,utf8_next,0,0.0,pass,7.0,461,"FAIL U+0080 min 2b: returned -1 cp=U+FFFFFFFF, want 2 cp=U+0080"
ling,brutal-c,utf8_next,1,0.7,wrong_answer,8.37,544,"FAIL U+0080 min 2b: returned -1 cp=U+FFFFFFFF, want 2 cp=U+0080"
ling,brutal-c,utf8_next,2,0.7,pass,6.76,460,"FAIL U+0080 min 2b: returned -1 cp=U+FFFFFFFF, want 2 cp=U+0080"
ling,brutal-python,clone_graph,0,0.0,pass,2.7,166,
ling,brutal-python,clone_graph,1,0.7,pass,3.01,189,
ling,brutal-python,clone_graph,2,0.7,pass,2.68,166,
ling,brutal-python,path_glob,0,0.0,fail,12.78,830,AssertionError
ling,brutal-python,path_glob,1,0.7,fail,13.85,886,AssertionError
ling,brutal-python,path_glob,2,0.7,fail,16.53,1068,AssertionError
ling,ceval,atoi_strict,0,0.0,pass,3.05,176,
ling,ceval,atoi_strict,1,0.7,pass,3.36,196,
ling,ceval,atoi_strict,2,0.7,pass,3.61,210,
ling,ceval,binary_search,0,0.0,pass,2.19,117,
ling,ceval,binary_search,1,0.7,pass,2.11,117,
ling,ceval,binary_search,2,0.7,pass,2.25,117,
ling,ceval,bswap32,0,0.0,pass,2.06,117,
ling,ceval,bswap32,1,0.7,pass,2.08,117,
ling,ceval,bswap32,2,0.7,pass,2.12,117,
ling,ceval,cmp_desc,0,0.0,pass,1.42,74,
ling,ceval,cmp_desc,1,0.7,pass,1.38,74,
ling,ceval,cmp_desc,2,0.7,pass,1.4,74,
ling,ceval,count_words,0,0.0,pass,1.98,112,
ling,ceval,count_words,1,0.7,pass,2.05,112,
ling,ceval,count_words,2,0.7,pass,2.0,108,
ling,ceval,fizzbuzz,0,0.0,pass,2.02,107,
ling,ceval,fizzbuzz,1,0.7,pass,2.0,107,
ling,ceval,fizzbuzz,2,0.7,pass,2.09,107,
ling,ceval,is_prime,0,0.0,pass,2.42,131,
ling,ceval,is_prime,1,0.7,pass,2.17,123,
ling,ceval,is_prime,2,0.7,pass,2.4,131,
ling,ceval,itoa,0,0.0,wrong_answer,3.68,211,"FAIL itoa(-7)=""7-"" want ""-7"""
ling,ceval,itoa,1,0.7,pass,3.27,190,"FAIL itoa(-7)=""7-"" want ""-7"""
ling,ceval,itoa,2,0.7,wrong_answer,5.22,306,"FAIL itoa(-7)=""7-"" want ""-7"""
ling,ceval,max_subarray,0,0.0,pass,2.02,114,
ling,ceval,max_subarray,1,0.7,pass,2.08,114,
ling,ceval,max_subarray,2,0.7,pass,2.05,111,
ling,ceval,parse_csv_ints,0,0.0,pass,4.49,263,
ling,ceval,parse_csv_ints,1,0.7,pass,4.18,245,
ling,ceval,parse_csv_ints,2,0.7,pass,3.16,180,
ling,ceval,popcount,0,0.0,pass,2.54,148,
ling,ceval,popcount,1,0.7,pass,2.49,141,
ling,ceval,popcount,2,0.7,pass,2.55,148,
ling,ceval,reverse_string,0,0.0,pass,1.66,92,
ling,ceval,reverse_string,1,0.7,pass,1.68,92,
ling,ceval,reverse_string,2,0.7,pass,1.79,96,
ling,ceval,ring,0,0.0,pass,4.05,229,
ling,ceval,ring,1,0.7,pass,4.15,228,
ling,ceval,ring,2,0.7,pass,3.61,208,
ling,ceval,rot13,0,0.0,pass,2.18,123,
ling,ceval,rot13,1,0.7,pass,2.19,123,
ling,ceval,rot13,2,0.7,pass,1.91,102,
ling,ceval,stack,0,0.0,pass,2.95,170,
ling,ceval,stack,1,0.7,pass,2.71,153,
ling,ceval,stack,2,0.7,pass,3.02,170,
ling,ceval,trim,0,0.0,wrong_answer,2.23,129,"FAIL trim(""  hello  "")=""  llo  "" want ""hello"""
ling,ceval,trim,1,0.7,wrong_answer,2.27,131,"FAIL trim(""  hello  "")=""  llo  "" want ""hello"""
ling,ceval,trim,2,0.7,wrong_answer,2.25,129,"FAIL trim(""  hello  "")=""  llo  "" want ""hello"""
ling,chard,csv_field,0,0.0,wrong_answer,8.38,512,"FAIL csv_field(""""a,b"",c"", 1) = ""b,c"" (3), want ""c"" (1)"
ling,chard,csv_field,1,0.7,wrong_answer,6.99,425,"FAIL csv_field(""""a,b"",c"", 1) = ""b,c"" (3), want ""c"" (1)"
ling,chard,csv_field,2,0.7,wrong_answer,6.74,408,"FAIL csv_field(""""a,b"",c"", 1) = ""b,c"" (3), want ""c"" (1)"
ling,chard,glob_match,0,0.0,compile_error,2.96,171,"solution.c:4:24: error: use of undeclared identifier 'NULL'
    4 |     const char *star = NULL;
   "
ling,chard,glob_match,1,0.7,compile_error,3.08,172,"solution.c:4:24: error: use of undeclared identifier 'NULL'
    4 |     const char *star = NULL;
   "
ling,chard,glob_match,2,0.7,compile_error,3.11,173,"solution.c:4:24: error: use of undeclared identifier 'NULL'
    4 |     const char *star = NULL;
   "
ling,chard,rpn_eval,0,0.0,pass,4.31,250,
ling,chard,rpn_eval,1,0.7,pass,4.21,250,
ling,chard,rpn_eval,2,0.7,pass,4.2,250,
ling,pyhard,json_diff,0,0.0,pass,3.89,212,
ling,pyhard,json_diff,1,0.7,pass,3.56,201,
ling,pyhard,json_diff,2,0.7,pass,3.81,213,
ling,pyhard,lru_cache,0,0.0,pass,2.59,141,
ling,pyhard,lru_cache,1,0.7,pass,2.67,141,
ling,pyhard,lru_cache,2,0.7,pass,2.75,141,
ling,pyhard,topological_sort,0,0.0,pass,3.31,191,
ling,pyhard,topological_sort,1,0.7,pass,3.32,191,
ling,pyhard,topological_sort,2,0.7,pass,4.15,239,
ling,python,csv_column_sum,0,0.0,fail,1.65,89,"TypeError: list indices must be integers or slices, not str"
ling,python,csv_column_sum,1,0.7,fail,1.71,89,"TypeError: list indices must be integers or slices, not str"
ling,python,csv_column_sum,2,0.7,fail,1.69,89,"TypeError: list indices must be integers or slices, not str"
ling,python,deep_get,0,0.0,pass,1.4,66,
ling,python,deep_get,1,0.7,pass,1.36,66,
ling,python,deep_get,2,0.7,pass,1.37,66,
ling,python,flatten,0,0.0,pass,0.75,33,
ling,python,flatten,1,0.7,pass,1.01,51,
ling,python,flatten,2,0.7,pass,0.8,33,
ling,python,is_valid_ipv4,0,0.0,pass,1.85,101,
ling,python,is_valid_ipv4,1,0.7,pass,1.89,101,
ling,python,is_valid_ipv4,2,0.7,pass,1.9,101,
ling,python,merge_intervals,0,0.0,pass,2.11,113,
ling,python,merge_intervals,1,0.7,pass,2.12,113,
ling,python,merge_intervals,2,0.7,pass,2.04,108,
ling,python,parse_json_safely,0,0.0,pass,0.99,44,
ling,python,parse_json_safely,1,0.7,pass,0.96,44,
ling,python,parse_json_safely,2,0.7,pass,0.96,44,
ling,python,run_length_encode,0,0.0,pass,1.89,106,
ling,python,run_length_encode,1,0.7,pass,1.91,106,
ling,python,run_length_encode,2,0.7,pass,1.91,106,
ling,python,top_k_words,0,0.0,pass,1.46,72,
ling,python,top_k_words,1,0.7,pass,1.47,72,
ling,python,top_k_words,2,0.7,pass,1.49,72,
ling,research,rhel10_nfs,0,0.0,pass,8.73,507,"hits 6/7 (nfs-tls,rsize-wsize-1mb,krb5p-overhead,fs-cache,retrans-timeo,rear-ipv6) traps 0 ()"
ling,research,rhel10_nfs,1,0.7,pass,8.78,476,"hits 6/7 (nfs-tls,rsize-wsize-1mb,krb5p-overhead,fs-cache,retrans-timeo,rear-ipv6) traps 0 ()"
ling,research,rhel10_nfs,2,0.7,pass,8.32,431,"hits 6/7 (nfs-tls,rsize-wsize-1mb,krb5p-overhead,fs-cache,retrans-timeo,rear-ipv6) traps 0 ()"
ling,shhard,backup_rotate,0,0.0,fail,2.88,162,FAIL got:
ling,shhard,backup_rotate,1,0.7,fail,2.44,127,FAIL got:
ling,shhard,backup_rotate,2,0.7,fail,3.31,177,FAIL got:
ling,shhard,find_dupes,0,0.0,fail,4.14,241,md5: d: Is a directory
ling,shhard,find_dupes,1,0.7,fail,6.29,370,md5: d: Is a directory
ling,shhard,find_dupes,2,0.7,fail,4.61,263,md5: d: Is a directory
ling,shhard,top_errors,0,0.0,fail,1.79,88,3 disk
ling,shhard,top_errors,1,0.7,fail,1.81,88,3 disk
ling,shhard,top_errors,2,0.7,pass,2.0,103,3 disk
llama33,bash,count_matches,0,0.0,fail,6.61,37,FAIL count foo
llama33,bash,count_matches,1,0.7,fail,6.23,37,FAIL count foo
llama33,bash,count_matches,2,0.7,fail,6.52,37,FAIL count foo
llama33,bash,csv_col,0,0.0,fail,19.73,112,FAIL got:
llama33,bash,csv_col,1,0.7,fail,21.12,125,FAIL got:
llama33,bash,csv_col,2,0.7,pass,29.14,173,FAIL got:
llama33,bash,extract_urls,0,0.0,fail,8.25,43,https://c.net
llama33,bash,extract_urls,1,0.7,fail,15.66,89,https://c.net
llama33,bash,extract_urls,2,0.7,fail,7.39,43,https://c.net
llama33,bash,json_get,0,0.0,pass,6.52,35,
llama33,bash,json_get,1,0.7,pass,5.87,35,
llama33,bash,json_get,2,0.7,pass,6.08,37,
llama33,bash,largest_file,0,0.0,fail,11.14,57,usage: du [-Aclnx] [-H | -L | -P] [-g | -h | -k | -m] [-a | -s | -d depth] [-B blocksize] [-I mask] [-t threshold] [file
llama33,bash,largest_file,1,0.7,fail,8.86,51,usage: du [-Aclnx] [-H | -L | -P] [-g | -h | -k | -m] [-a | -s | -d depth] [-B blocksize] [-I mask] [-t threshold] [file
llama33,bash,largest_file,2,0.7,fail,8.68,51,usage: du [-Aclnx] [-H | -L | -P] [-g | -h | -k | -m] [-a | -s | -d depth] [-B blocksize] [-I mask] [-t threshold] [file
llama33,bash,retry3,0,0.0,fail,11.76,66,FAIL false succeeded
llama33,bash,retry3,1,0.7,pass,13.66,77,FAIL false succeeded
llama33,bash,retry3,2,0.7,fail,11.5,68,FAIL false succeeded
llama33,bash,rotate,0,0.0,pass,18.5,104,
llama33,bash,rotate,1,0.7,pass,16.79,99,
llama33,bash,rotate,2,0.7,timeout,11.89,69,
llama33,bash,sum_stdin,0,0.0,pass,12.19,68,FAIL negative
llama33,bash,sum_stdin,1,0.7,fail,10.22,60,FAIL negative
llama33,bash,sum_stdin,2,0.7,pass,11.56,68,FAIL negative
llama33,ceval,atoi_strict,0,0.0,compile_error,37.16,203,"solution.c:19:14: error: use of undeclared identifier 'NULL'
   19 |     if (s == NULL || *s != '\0'"
llama33,ceval,atoi_strict,1,0.7,compile_error,32.71,185,"solution.c:19:14: error: use of undeclared identifier 'NULL'
   19 |     if (s == NULL || *s != '\0'"
llama33,ceval,atoi_strict,2,0.7,wrong_answer,23.96,140,"solution.c:19:14: error: use of undeclared identifier 'NULL'
   19 |     if (s == NULL || *s != '\0'"
llama33,ceval,binary_search,0,0.0,pass,20.03,115,
llama33,ceval,binary_search,1,0.7,pass,19.37,115,
llama33,ceval,binary_search,2,0.7,pass,19.33,115,
llama33,ceval,bswap32,0,0.0,pass,15.94,90,
llama33,ceval,bswap32,1,0.7,pass,11.61,70,
llama33,ceval,bswap32,2,0.7,pass,14.99,90,
llama33,ceval,cmp_desc,0,0.0,pass,12.14,67,
llama33,ceval,cmp_desc,1,0.7,pass,11.73,71,
llama33,ceval,cmp_desc,2,0.7,pass,12.11,73,
llama33,ceval,count_words,0,0.0,pass,14.58,84,
llama33,ceval,count_words,1,0.7,pass,14.26,86,
llama33,ceval,count_words,2,0.7,pass,16.24,98,
llama33,ceval,fizzbuzz,0,0.0,pass,15.74,87,
llama33,ceval,fizzbuzz,1,0.7,pass,14.92,87,
llama33,ceval,fizzbuzz,2,0.7,pass,14.75,87,
llama33,ceval,is_prime,0,0.0,pass,11.75,64,
llama33,ceval,is_prime,1,0.7,pass,11.13,64,
llama33,ceval,is_prime,2,0.7,pass,11.17,64,
llama33,ceval,itoa,0,0.0,wrong_answer,42.34,251,"FAIL itoa(-7)=""7-"" want ""-7"""
llama33,ceval,itoa,1,0.7,pass,35.89,214,"FAIL itoa(-7)=""7-"" want ""-7"""
llama33,ceval,itoa,2,0.7,compile_error,34.49,205,"FAIL itoa(-7)=""7-"" want ""-7"""
llama33,ceval,max_subarray,0,0.0,pass,17.85,104,
llama33,ceval,max_subarray,1,0.7,pass,17.23,104,
llama33,ceval,max_subarray,2,0.7,pass,17.23,104,
llama33,ceval,parse_csv_ints,0,0.0,pass,24.11,138,
llama33,ceval,parse_csv_ints,1,0.7,pass,28.82,170,
llama33,ceval,parse_csv_ints,2,0.7,pass,32.58,192,
llama33,ceval,popcount,0,0.0,pass,8.35,46,
llama33,ceval,popcount,1,0.7,pass,7.56,46,
llama33,ceval,popcount,2,0.7,pass,7.64,46,
llama33,ceval,reverse_string,0,0.0,pass,13.11,69,
llama33,ceval,reverse_string,1,0.7,pass,13.09,74,
llama33,ceval,reverse_string,2,0.7,pass,12.14,69,
llama33,ceval,ring,0,0.0,pass,32.48,189,
llama33,ceval,ring,1,0.7,pass,29.39,174,
llama33,ceval,ring,2,0.7,pass,38.04,189,
llama33,ceval,rot13,0,0.0,pass,14.51,80,
llama33,ceval,rot13,1,0.7,pass,17.1,100,
llama33,ceval,rot13,2,0.7,pass,17.43,103,
llama33,ceval,stack,0,0.0,pass,23.29,132,
llama33,ceval,stack,1,0.7,pass,25.95,152,
llama33,ceval,stack,2,0.7,pass,22.53,132,
llama33,ceval,trim,0,0.0,compile_error,23.48,136,"solution.c:4:14: error: use of undeclared identifier 'NULL'
    4 |     if (s == NULL || *s == '\0')"
llama33,ceval,trim,1,0.7,compile_error,24.73,147,"solution.c:4:14: error: use of undeclared identifier 'NULL'
    4 |     if (s == NULL || *s == '\0')"
llama33,ceval,trim,2,0.7,compile_error,18.05,109,"solution.c:4:14: error: use of undeclared identifier 'NULL'
    4 |     if (s == NULL || *s == '\0')"
llama33,chard,csv_field,0,0.0,wrong_answer,51.96,306,"FAIL csv_field(""a,b,c"", 0) = ""a"" (-1), want ""a"" (1)"
llama33,chard,csv_field,1,0.7,wrong_answer,58.19,350,"FAIL csv_field(""a,b,c"", 0) = ""a"" (-1), want ""a"" (1)"
llama33,chard,csv_field,2,0.7,wrong_answer,52.22,320,"FAIL csv_field(""a,b,c"", 0) = ""a"" (-1), want ""a"" (1)"
llama33,chard,glob_match,0,0.0,pass,28.76,164,
llama33,chard,glob_match,1,0.7,pass,23.24,136,
llama33,chard,glob_match,2,0.7,wrong_answer,60.45,346,
llama33,chard,rpn_eval,0,0.0,pass,39.28,228,
llama33,chard,rpn_eval,1,0.7,pass,49.39,292,
llama33,chard,rpn_eval,2,0.7,pass,40.81,243,
llama33,pyhard,json_diff,0,0.0,pass,32.2,183,
llama33,pyhard,json_diff,1,0.7,pass,52.68,308,
llama33,pyhard,json_diff,2,0.7,pass,49.79,294,
llama33,pyhard,lru_cache,0,0.0,pass,22.34,125,
llama33,pyhard,lru_cache,1,0.7,pass,22.07,128,
llama33,pyhard,lru_cache,2,0.7,pass,22.33,125,
llama33,pyhard,topological_sort,0,0.0,pass,39.12,223,
llama33,pyhard,topological_sort,1,0.7,pass,32.36,187,
llama33,pyhard,topological_sort,2,0.7,pass,36.75,213,
llama33,python,csv_column_sum,0,0.0,fail,14.26,82,"TypeError: list indices must be integers or slices, not str"
llama33,python,csv_column_sum,1,0.7,fail,13.75,82,"TypeError: list indices must be integers or slices, not str"
