target,lang,task,first_status,last_status,passed_round,rounds_used,tokens,time_s
qwen36-35b,python,is_valid_ipv4,pass,pass,1,1,104,1.2
qwen36-35b,python,json_diff,pass,pass,1,1,244,2.6
qwen36-35b,python,lru_cache,pass,pass,1,1,162,1.8
qwen36-35b,python,merge_intervals,pass,pass,1,1,113,1.3
qwen36-35b,python,parse_json_safely,pass,pass,1,1,43,0.6
qwen36-35b,python,run_length_encode,pass,pass,1,1,107,1.2
qwen36-35b,python,top_k_words,pass,pass,1,1,82,1.0
qwen36-35b,python,topological_sort,pass,pass,1,1,252,2.7
qwen38flash,bash,backup_rotate,pass,pass,1,1,233,7.3
qwen38flash,bash,count_matches,pass,pass,1,1,60,2.0
qwen38flash,bash,csv_col,pass,pass,1,1,200,6.2
qwen38flash,bash,extract_urls,fail,pass,2,2,68,2.7
qwen38flash,bash,find_dupes,pass,pass,1,1,792,23.6
qwen38flash,bash,json_get,pass,pass,1,1,50,1.9
qwen38flash,bash,largest_file,fail,fail,0,5,255,8.3
qwen38flash,bash,retry3,pass,pass,1,1,86,2.8
qwen38flash,bash,rotate,pass,pass,1,1,58,2.1
qwen38flash,bash,sum_stdin,pass,pass,1,1,81,2.7
qwen38flash,bash,top_errors,fail,pass,3,3,375,12.0
qwen38flash,c,atoi_strict,pass,pass,1,1,351,11.0
qwen38flash,c,binary_search,pass,pass,1,1,119,3.9
qwen38flash,c,bswap32,pass,pass,1,1,120,3.9
qwen38flash,c,cmp_desc,pass,pass,1,1,80,2.7
qwen38flash,c,count_words,pass,pass,1,1,119,3.9
qwen38flash,c,csv_field,pass,pass,1,1,622,19.5
qwen38flash,c,fizzbuzz,pass,pass,1,1,122,4.0
qwen38flash,c,glob_match,pass,pass,1,1,231,7.4
qwen38flash,c,is_prime,pass,pass,1,1,126,4.1
qwen38flash,c,itoa,pass,pass,1,1,291,9.1
qwen38flash,c,max_subarray,pass,pass,1,1,128,4.1
qwen38flash,c,parse_csv_ints,pass,pass,1,1,349,10.9
qwen38flash,c,popcount,pass,pass,1,1,54,1.9
qwen38flash,c,reverse_string,pass,pass,1,1,111,3.5
qwen38flash,c,ring,pass,pass,1,1,222,7.2
qwen38flash,c,rot13,pass,pass,1,1,124,4.0
qwen38flash,c,rpn_eval,pass,pass,1,1,304,9.6
qwen38flash,c,stack,pass,pass,1,1,167,5.4
qwen38flash,c,trim,pass,pass,1,1,210,6.7
qwen38flash,python,csv_column_sum,pass,pass,1,1,137,4.3
qwen38flash,python,deep_get,pass,pass,1,1,71,2.4
qwen38flash,python,flatten,pass,pass,1,1,50,1.7
qwen38flash,python,is_valid_ipv4,pass,pass,1,1,117,3.8
qwen38flash,python,json_diff,pass,pass,1,1,409,12.1
qwen38flash,python,lru_cache,pass,pass,1,1,254,7.8
qwen38flash,python,merge_intervals,pass,pass,1,1,112,3.6
qwen38flash,python,parse_json_safely,pass,pass,1,1,43,1.8
qwen38flash,python,run_length_encode,pass,pass,1,1,106,3.4
qwen38flash,python,top_k_words,pass,pass,1,1,102,3.4
qwen38flash,python,topological_sort,pass,pass,1,1,274,8.3
